"method","n_feasible","sensitivity_pct_min","sensitivity_pct_median","sensitivity_pct_max","selected_sensitivity_pct","specificity_like_pct_min","specificity_like_pct_median","specificity_like_pct_max","selected_specificity_like_pct","avg_sens_spec_like_pct_min","avg_sens_spec_like_pct_median","avg_sens_spec_like_pct_max","selected_avg_sens_spec_like_pct","min_sens_spec_like_pct_min","min_sens_spec_like_pct_median","min_sens_spec_like_pct_max","selected_min_sens_spec_like_pct","aviti_bleed_ratio_min_pct_min","aviti_bleed_ratio_min_pct_median","aviti_bleed_ratio_min_pct_max","selected_aviti_bleed_ratio_min_pct","aviti_min_genome_coverage_pct_min","aviti_min_genome_coverage_pct_median","aviti_min_genome_coverage_pct_max","selected_aviti_min_genome_coverage_pct","aviti_min_reads_per_million_filtered_min","aviti_min_reads_per_million_filtered_median","aviti_min_reads_per_million_filtered_max","selected_aviti_min_reads_per_million_filtered"
"AVITI",100,70.59,73.53,76.47,76.47,100,100,100,100,85.29,86.76,88.24,88.24,70.59,73.53,76.47,76.47,0.07529,1.198382,9.137384,0.218223,0.010841,0.869389,6.916213,0.76491,0.70476,1.257649,4.785052,1.115684
