"lhs_id","TP","FN","OFF_TARGET","CORRECT_ABSENCE","neg_samples_n","neg_samples_fp","sensitivity_pct","specificity_like_pct","avg_sens_spec_like_pct","min_sens_spec_like_pct","ont_bleed_ratio_min_pct","ont_min_nb_reads","ont_min_genome_coverage_pct"
1,12,22,3,355,14,0,35.29,100,67.65,35.29,1.77405593594455,14,44.3749464129696
2,12,22,4,354,14,0,35.29,100,67.65,35.29,4.22843371869759,53,16.2198778426675
3,12,22,3,355,14,0,35.29,100,67.65,35.29,7.88429139530321,75,31.4012220264012
4,11,23,3,355,14,0,32.35,100,66.18,32.35,9.11312711094278,48,42.7211656726578
5,14,20,3,355,14,0,41.18,100,70.59,41.18,9.49657733075549,10,28.7848141690914
6,12,22,3,355,14,0,35.29,100,67.65,35.29,8.49893163650474,50,28.7446356062227
7,12,22,4,354,14,0,35.29,100,67.65,35.29,1.57916159663119,88,11.9919749075775
8,12,22,15,343,14,3,35.29,78.57,56.93,35.29,0.161063113772892,99,0.245518953013932
9,11,23,3,355,14,0,32.35,100,66.18,32.35,0.287959013669472,81,49.2193927363732
10,13,21,3,355,14,0,38.24,100,69.12,38.24,7.8606717591594,27,34.3571271577653
11,11,23,3,355,14,0,32.35,100,66.18,32.35,2.70051854446223,64,44.7302448618053
12,12,22,3,355,14,0,35.29,100,67.65,35.29,1.98013481042928,64,31.6172842683314
13,12,22,3,355,14,0,35.29,100,67.65,35.29,9.42147110444161,33,45.3731287078571
14,15,19,4,354,14,0,44.12,100,72.06,44.12,9.59874759359553,16,7.97944286903611
15,13,21,4,354,14,0,38.24,100,69.12,38.24,9.40441166155026,33,18.7845103638966
16,11,23,3,355,14,0,32.35,100,66.18,32.35,8.01352677358226,64,40.1502993135498
17,15,19,4,354,14,0,44.12,100,72.06,44.12,3.06003107480581,16,16.8319228556023
18,18,16,8,350,14,0,52.94,100,76.47,52.94,3.56496067449681,14,0.401329167528078
19,11,23,3,355,14,0,32.35,100,66.18,32.35,1.97926216341557,61,45.79734627124
20,12,22,3,355,14,0,35.29,100,67.65,35.29,7.04859753150037,53,24.6222906262022
21,12,22,4,354,14,0,35.29,100,67.65,35.29,8.64953118275509,83,15.1773710512683
22,12,22,3,355,14,0,35.29,100,67.65,35.29,2.81759267862025,88,32.5324306821708
23,11,23,3,355,14,0,32.35,100,66.18,32.35,8.02477703196793,63,40.2777055237241
24,14,20,3,355,14,0,41.18,100,70.59,41.18,1.2944315738366,21,23.3289070105356
25,15,19,3,355,14,0,44.12,100,72.06,44.12,9.74641607277754,3,25.4638458294562
26,12,22,3,355,14,0,35.29,100,67.65,35.29,4.47125464757383,48,34.8097755676756
27,18,16,6,352,14,0,52.94,100,76.47,52.94,4.53802991019986,6,3.65538379018719
28,13,21,3,355,14,0,38.24,100,69.12,38.24,6.72095350555873,15,35.2664550353931
29,12,22,3,355,14,0,35.29,100,67.65,35.29,5.47945095664868,13,38.3077686261204
30,12,22,3,355,14,0,35.29,100,67.65,35.29,4.6240496504046,30,40.8305293267935
31,14,20,11,347,14,1,41.18,92.86,67.02,41.18,0.773740432668431,72,2.41009939922171
32,12,22,3,355,14,0,35.29,100,67.65,35.29,9.86124678438131,51,29.6085462286604
33,13,21,3,355,14,0,38.24,100,69.12,38.24,1.7685876540164,6,41.5505293815174
34,11,23,3,355,14,0,32.35,100,66.18,32.35,5.17365127037522,65,43.9571008039245
35,11,23,3,355,14,0,32.35,100,66.18,32.35,6.82801659974016,87,47.7636136756293
36,14,20,7,351,14,0,41.18,100,70.59,41.18,3.65023087353217,80,2.57572793092637
37,12,22,3,355,14,0,35.29,100,67.65,35.29,7.06451483575113,71,32.4780209634745
38,12,22,4,354,14,0,35.29,100,67.65,35.29,7.89917616759932,86,14.622317457046
39,13,21,3,355,14,0,38.24,100,69.12,38.24,9.87475354362445,2,44.076377068149
40,11,23,3,355,14,0,32.35,100,66.18,32.35,8.31314979229749,95,32.6866565731694
41,12,22,4,354,14,0,35.29,100,67.65,35.29,3.7302997817884,63,14.7069842311166
42,12,22,3,355,14,0,35.29,100,67.65,35.29,0.266791770960507,48,31.0010170525735
43,13,21,7,351,14,0,38.24,100,69.12,38.24,8.61090913384173,52,0.907427792915842
44,13,21,4,354,14,0,38.24,100,69.12,38.24,8.56211946113082,34,15.7164008068159
45,12,22,3,355,14,0,35.29,100,67.65,35.29,0.634548560303473,55,31.2673071169177
46,18,16,6,352,14,0,52.94,100,76.47,52.94,3.97900757319522,5,6.53045375212061
47,14,20,3,355,14,0,41.18,100,70.59,41.18,4.02889175851571,10,24.2395236948221
48,13,21,4,354,14,0,38.24,100,69.12,38.24,7.51490089026915,30,10.958829750496
49,12,22,3,355,14,0,35.29,100,67.65,35.29,0.69080758782397,48,25.1399067563678
50,14,20,9,349,14,0,41.18,100,70.59,41.18,2.61709677288365,60,6.10768716861552
51,13,21,3,355,14,0,38.24,100,69.12,38.24,5.79824153067097,33,29.5073061435142
52,14,20,4,354,14,0,41.18,100,70.59,41.18,5.59982217671007,8,20.332471100844
53,12,22,4,354,14,0,35.29,100,67.65,35.29,8.68501611705914,76,20.6283899573961
54,13,21,4,354,14,0,38.24,100,69.12,38.24,8.29428638637145,40,18.7362820989231
55,13,21,3,355,14,0,38.24,100,69.12,38.24,8.06842799855585,12,31.5053059579217
56,13,21,3,355,14,0,38.24,100,69.12,38.24,3.45792010285456,29,34.033497578733
57,13,21,4,354,14,0,38.24,100,69.12,38.24,8.19232271957463,44,13.2481762519691
58,11,23,3,355,14,0,32.35,100,66.18,32.35,8.72338625787101,58,39.7784139358299
59,11,23,3,355,14,0,32.35,100,66.18,32.35,4.24179766599918,56,42.8653189190025
60,13,21,6,352,14,0,38.24,100,69.12,38.24,6.72267019759486,78,2.9625499993586
61,13,21,4,354,14,0,38.24,100,69.12,38.24,5.36254734618005,43,17.873945714801
62,13,21,3,355,14,0,38.24,100,69.12,38.24,9.81425884169445,43,27.6051378220182
63,13,21,4,354,14,0,38.24,100,69.12,38.24,1.58242763532225,36,12.9596580583334
64,12,22,3,355,14,0,35.29,100,67.65,35.29,0.338183919662773,7,46.132834170029
65,11,23,3,355,14,0,32.35,100,66.18,32.35,6.05107282388404,89,43.4346151195202
66,12,22,4,354,14,0,35.29,100,67.65,35.29,4.80593697295249,80,19.8175137829452
67,16,18,4,354,14,0,47.06,100,73.53,47.06,3.24245811535514,1,17.230420928582
68,11,23,3,355,14,0,32.35,100,66.18,32.35,7.66547343167681,92,48.9442858155433
69,13,21,6,352,14,0,38.24,100,69.12,38.24,9.15903780553103,80,5.29562372522336
70,12,22,3,355,14,0,35.29,100,67.65,35.29,8.41127004380887,84,33.3964984423905
71,15,19,9,349,14,0,44.12,100,72.06,44.12,3.36238801351858,43,6.1390919825976
72,14,20,7,351,14,1,41.18,92.86,67.02,41.18,1.41091448264734,74,7.79456821808382
73,11,23,7,351,14,0,32.35,100,66.18,32.35,7.0011271706752,96,0.439634494491504
74,12,22,3,355,14,0,35.29,100,67.65,35.29,0.757931616611499,25,44.6868604348036
75,11,23,3,355,14,0,32.35,100,66.18,32.35,1.08457616526051,99,27.950048457409
76,12,22,3,355,14,0,35.29,100,67.65,35.29,9.57193314720555,12,39.6027009079907
77,11,23,7,351,14,0,32.35,100,66.18,32.35,7.86285606303022,98,1.14487311342859
78,16,18,6,352,14,0,47.06,100,73.53,47.06,9.53290673199294,18,2.29514573504555
79,12,22,3,355,14,0,35.29,100,67.65,35.29,0.338738179029478,44,43.5175908515352
80,12,22,4,354,14,0,35.29,100,67.65,35.29,6.75129126065082,68,13.1523859264796
81,11,23,3,355,14,0,32.35,100,66.18,32.35,3.69305618279898,73,45.2889782757516
82,14,20,6,352,14,0,41.18,100,70.59,41.18,9.54661098514937,25,7.3523595612353
83,15,19,26,332,14,3,44.12,78.57,61.34,44.12,0.083961837170762,40,1.89423089283425
84,11,23,3,355,14,0,32.35,100,66.18,32.35,6.40059632340162,97,42.3431263910034
85,14,20,11,347,14,1,41.18,92.86,67.02,41.18,1.19395818256966,78,4.69152059414133
86,11,23,3,355,14,0,32.35,100,66.18,32.35,3.82340634500613,92,23.1222335831315
87,13,21,4,354,14,0,38.24,100,69.12,38.24,0.693585197928897,42,19.0818649708289
88,11,23,3,355,14,0,32.35,100,66.18,32.35,3.04183836425918,94,30.4951158597682
89,13,21,3,355,14,0,38.24,100,69.12,38.24,5.43516124374233,4,46.3507250854115
90,13,21,3,355,14,0,38.24,100,69.12,38.24,5.37593242096386,10,30.6940882104657
91,11,23,3,355,14,0,32.35,100,66.18,32.35,2.02181306377915,91,39.3048348956269
92,11,23,3,355,14,0,32.35,100,66.18,32.35,2.94250494278809,96,23.069336059997
93,11,23,6,352,14,0,32.35,100,66.18,32.35,8.98232902726566,98,1.93088003550482
94,11,23,3,355,14,0,32.35,100,66.18,32.35,2.93602875897847,91,24.5336460948359
95,13,21,3,355,14,0,38.24,100,69.12,38.24,8.14189778566922,30,27.7274483278572
96,12,22,3,355,14,0,35.29,100,67.65,35.29,2.44921793286474,37,48.8430932671212
97,20,14,11,347,14,2,58.82,85.71,72.27,58.82,3.02575058844367,1,5.48567355047225
98,13,21,6,352,14,0,38.24,100,69.12,38.24,4.23211202885287,65,3.57733297451562
99,12,22,3,355,14,0,35.29,100,67.65,35.29,7.79058017399835,60,29.009849251396
100,13,21,4,354,14,0,38.24,100,69.12,38.24,4.59874845466518,46,20.2072120734474
101,12,22,3,355,14,0,35.29,100,67.65,35.29,5.43842205773995,19,48.7581968948174
102,13,21,9,349,14,0,38.24,100,69.12,38.24,3.35594954800857,88,3.90100540003541
103,12,22,4,354,14,0,35.29,100,67.65,35.29,7.29203284247434,59,11.9616096145125
104,12,22,4,354,14,0,35.29,100,67.65,35.29,3.92458815949024,76,12.9463472420285
105,13,21,5,353,14,0,38.24,100,69.12,38.24,0.0612602804038907,38,20.0679044991806
106,12,22,3,355,14,0,35.29,100,67.65,35.29,5.49084316513513,20,42.3725801024261
107,11,23,3,355,14,0,32.35,100,66.18,32.35,4.36578133450586,86,44.2909737676826
108,14,20,4,354,14,0,41.18,100,70.59,41.18,2.3779332350607,21,15.0715314805396
109,13,21,7,351,14,0,38.24,100,69.12,38.24,8.78463812714459,48,1.50757407173701
110,12,22,3,355,14,0,35.29,100,67.65,35.29,1.74499395201541,82,21.4847984997419
111,12,22,3,355,14,0,35.29,100,67.65,35.29,2.48980332366717,30,43.4975503073941
112,11,23,3,355,14,0,32.35,100,66.18,32.35,6.48021973942965,54,40.0259970645648
113,12,22,4,354,14,0,35.29,100,67.65,35.29,2.31420862560414,81,11.8653409624404
114,12,22,4,354,14,0,35.29,100,67.65,35.29,6.13020871570704,68,8.1646667904167
115,13,21,4,354,14,0,38.24,100,69.12,38.24,2.13620888368019,29,20.7996194258769
116,12,22,3,355,14,0,35.29,100,67.65,35.29,9.7104705812867,18,38.3926798047214
117,12,22,4,354,14,0,35.29,100,67.65,35.29,5.32966733153542,84,13.1674052627528
118,17,17,6,352,14,0,50,100,75,50,6.49054602727224,7,3.26096608920419
119,11,23,6,352,14,0,32.35,100,66.18,32.35,4.15369375571052,94,4.56887931633147
120,12,22,3,355,14,0,35.29,100,67.65,35.29,0.302642342700716,21,41.8948381366956
121,11,23,3,355,14,0,32.35,100,66.18,32.35,1.65071620795128,67,37.7623265274591
122,14,20,3,355,14,0,41.18,100,70.59,41.18,7.93838036267213,2,33.7530029971557
123,13,21,3,355,14,0,38.24,100,69.12,38.24,7.84732735785767,5,47.5569398793773
124,15,19,3,355,14,0,44.12,100,72.06,44.12,9.95209262710197,0,29.6312739642862
125,15,19,4,354,14,0,44.12,100,72.06,44.12,6.81218814631817,10,7.96078673717845
126,13,21,3,355,14,0,38.24,100,69.12,38.24,7.24879940286116,3,45.7101535980548
127,11,23,3,355,14,0,32.35,100,66.18,32.35,2.85397452434839,48,43.7712223301767
128,15,19,11,347,14,1,44.12,92.86,68.49,44.12,2.18040522832982,46,2.65023202328978
129,13,21,3,355,14,0,38.24,100,69.12,38.24,7.90629966417793,2,40.8805540930334
130,14,20,3,355,14,0,41.18,100,70.59,41.18,7.92675552328902,4,33.2342764903851
131,12,22,3,355,14,0,35.29,100,67.65,35.29,9.40199655920816,29,46.611017898848
132,13,21,3,355,14,0,38.24,100,69.12,38.24,4.19319598825865,41,35.6498945658669
133,14,20,3,355,14,0,41.18,100,70.59,41.18,5.2406720146152,17,22.3132197881554
134,12,22,3,355,14,0,35.29,100,67.65,35.29,8.09421800862884,48,21.9611111492853
135,15,19,4,354,14,0,44.12,100,72.06,44.12,9.16184304462643,14,17.2594482482908
136,12,22,3,355,14,0,35.29,100,67.65,35.29,0.342719197492395,24,43.915505647409
137,13,21,6,352,14,0,38.24,100,69.12,38.24,8.27622380562168,50,3.01521035102115
138,15,19,4,354,14,0,44.12,100,72.06,44.12,2.18198662706115,10,13.1095326138844
139,11,23,3,355,14,0,32.35,100,66.18,32.35,9.54275535441446,56,42.9569391568599
140,12,22,3,355,14,0,35.29,100,67.65,35.29,2.52183779909953,44,42.5573454497728
141,13,21,3,355,14,0,38.24,100,69.12,38.24,1.55796192968143,25,23.4124037472984
142,13,21,4,354,14,0,38.24,100,69.12,38.24,5.67593197778962,41,17.593521902401
143,11,23,4,354,14,0,32.35,100,66.18,32.35,5.77973331092056,99,13.5592681392151
144,13,21,3,355,14,0,38.24,100,69.12,38.24,1.79649954050854,44,22.8976125868512
145,15,19,5,353,14,0,44.12,100,72.06,44.12,3.45103218164756,35,7.67866618180985
146,12,22,3,355,14,0,35.29,100,67.65,35.29,7.78108128638524,60,27.125057426639
147,14,20,6,352,14,0,41.18,100,70.59,41.18,8.68775843996597,35,6.83353342595987
148,12,22,4,354,14,0,35.29,100,67.65,35.29,7.44998358791913,63,18.41956897174
149,12,22,4,354,14,0,35.29,100,67.65,35.29,0.639107514250348,62,16.2149350498127
150,12,22,4,354,14,0,35.29,100,67.65,35.29,9.23527922726122,85,11.3961049632942
151,11,23,3,355,14,0,32.35,100,66.18,32.35,5.57197261831439,75,42.853765698076
152,12,22,3,355,14,0,35.29,100,67.65,35.29,6.2932702288568,87,24.7793994577959
153,13,21,5,353,14,0,38.24,100,69.12,38.24,0.0436740360429743,34,20.0103131226506
154,15,19,11,347,14,1,44.12,92.86,68.49,44.12,1.7426232778013,39,5.5991037684296
155,11,23,3,355,14,0,32.35,100,66.18,32.35,6.68415063520605,95,33.5593271259613
156,12,22,4,354,14,0,35.29,100,67.65,35.29,4.67467981725745,63,10.6605220971875
157,14,20,11,347,14,1,41.18,92.86,67.02,41.18,1.05462717704826,66,5.59187263007788
158,12,22,4,354,14,0,35.29,100,67.65,35.29,0.480974679698795,66,12.1016815206261
159,11,23,3,355,14,0,32.35,100,66.18,32.35,3.65371698228826,99,45.4330754365298
160,13,21,3,355,14,0,38.24,100,69.12,38.24,8.3545022200176,46,25.0541638287406
161,12,22,6,352,14,1,35.29,92.86,64.08,35.29,1.20040433800302,70,10.5163116136581
162,12,22,3,355,14,0,35.29,100,67.65,35.29,3.16235489149089,29,49.4919872302057
163,12,22,4,354,14,0,35.29,100,67.65,35.29,5.1367129631256,81,17.3179544019973
164,12,22,3,355,14,0,35.29,100,67.65,35.29,5.31617222167121,32,39.1304880334488
165,12,22,4,354,14,0,35.29,100,67.65,35.29,5.35762255321818,52,16.3319241877855
166,14,20,6,352,14,0,41.18,100,70.59,41.18,7.2517826263804,32,7.61957353606599
167,13,21,4,354,14,0,38.24,100,69.12,38.24,0.787796208438952,41,16.4712009322203
168,12,22,3,355,14,0,35.29,100,67.65,35.29,6.77703572755579,26,49.6483078145416
169,14,20,4,354,14,0,41.18,100,70.59,41.18,9.30884397720706,7,20.907303228048
170,16,18,4,354,14,0,47.06,100,73.53,47.06,9.71453250548474,4,14.8122848798912
171,13,21,7,351,14,0,38.24,100,69.12,38.24,9.15545944421696,65,0.0777700148653239
172,12,22,3,355,14,0,35.29,100,67.65,35.29,6.33344820854172,34,47.2440367939216
173,13,21,4,354,14,0,38.24,100,69.12,38.24,0.290418420093087,44,13.9791501509006
174,13,21,4,354,14,0,38.24,100,69.12,38.24,7.61618267885619,38,18.9082660250858
175,12,22,3,355,14,0,35.29,100,67.65,35.29,3.7935990564228,10,47.2313033269219
176,17,17,6,352,14,1,50,92.86,71.43,50,1.29661946727582,3,8.73291968589916
177,12,22,3,355,14,0,35.29,100,67.65,35.29,5.37777731645336,11,43.424949983077
178,12,22,3,355,14,0,35.29,100,67.65,35.29,9.39620336088908,62,26.6911784377574
179,14,20,3,355,14,0,41.18,100,70.59,41.18,4.92835764117835,11,29.6155155727476
180,17,17,6,352,14,0,50,100,75,50,4.35795848407911,9,4.2039585736153
181,12,22,3,355,14,0,35.29,100,67.65,35.29,9.26105213414414,77,29.0783158879911
182,12,22,3,355,14,0,35.29,100,67.65,35.29,3.41867206298006,46,41.4102144409248
183,12,22,3,355,14,0,35.29,100,67.65,35.29,7.51708508752892,56,27.4919565540394
184,14,20,4,354,14,0,41.18,100,70.59,41.18,1.22155116206431,9,21.3742922168896
185,13,21,6,352,14,1,38.24,92.86,65.55,38.24,1.4727947094762,40,8.79127539564855
186,12,22,4,354,14,0,35.29,100,67.65,35.29,8.526640208918,65,10.6760534664612
187,12,22,3,355,14,0,35.29,100,67.65,35.29,7.2485661284517,9,39.104341274074
188,12,22,3,355,14,0,35.29,100,67.65,35.29,7.21731645873087,79,31.8178809684516
189,14,20,4,354,14,0,41.18,100,70.59,41.18,8.64687364177459,13,19.513723477034
190,14,20,6,352,14,0,41.18,100,70.59,41.18,5.35985969770821,28,6.4736931518733
191,12,22,3,355,14,0,35.29,100,67.65,35.29,6.534017557503,77,34.5778505094082
192,13,21,3,355,14,0,38.24,100,69.12,38.24,5.65219259685085,45,31.8986505901003
193,11,23,3,355,14,0,32.35,100,66.18,32.35,2.09554677411232,56,42.3376308701067
194,12,22,3,355,14,0,35.29,100,67.65,35.29,7.15711433320418,35,42.7961529563282
195,12,22,4,354,14,0,35.29,100,67.65,35.29,7.48137847041169,58,9.304186228137
196,14,20,3,355,14,0,41.18,100,70.59,41.18,7.74803969652392,16,21.6103193120717
197,12,22,3,355,14,0,35.29,100,67.65,35.29,8.85019515331602,68,28.6908398472919
198,13,21,4,354,14,0,38.24,100,69.12,38.24,8.24092335394726,39,12.488121502011
199,14,20,9,349,14,0,41.18,100,70.59,41.18,3.36409501092886,59,4.53975706791005
200,12,22,3,355,14,0,35.29,100,67.65,35.29,9.27124704568768,42,48.075380355512
201,12,22,4,354,14,0,35.29,100,67.65,35.29,8.44019382294363,79,12.3103226808604
202,13,21,5,353,14,0,38.24,100,69.12,38.24,3.4279222546045,50,7.96737819155294
203,12,22,3,355,14,0,35.29,100,67.65,35.29,8.37281804810187,38,43.2951151176061
204,11,23,3,355,14,0,32.35,100,66.18,32.35,7.48103629619111,61,47.850033410048
205,11,23,3,355,14,0,32.35,100,66.18,32.35,2.67751765429592,80,41.9279489012498
206,12,22,3,355,14,0,35.29,100,67.65,35.29,7.68921215199798,61,23.2287625459685
207,11,23,3,355,14,0,32.35,100,66.18,32.35,8.74982030638466,48,42.2430602870467
208,12,22,3,355,14,0,35.29,100,67.65,35.29,7.81461105501042,89,34.1289862966633
209,11,23,3,355,14,0,32.35,100,66.18,32.35,2.71346910834108,99,41.8300367759133
210,12,22,4,354,14,0,35.29,100,67.65,35.29,5.62872524492256,83,18.9578935267224
211,12,22,4,354,14,0,35.29,100,67.65,35.29,5.04102050647377,55,9.35956993123656
212,17,17,12,346,14,1,50,92.86,71.43,50,0.606380622249003,20,1.41101945440052
213,12,22,3,355,14,0,35.29,100,67.65,35.29,5.2750198463981,56,31.1954488471644
214,14,20,12,346,14,1,41.18,92.86,67.02,41.18,1.45164195463441,49,0.166234743009903
215,13,21,3,355,14,0,38.24,100,69.12,38.24,4.81633983198651,37,34.0865117490917
216,11,23,3,355,14,0,32.35,100,66.18,32.35,1.22009711592284,95,46.0842237228425
217,12,22,3,355,14,0,35.29,100,67.65,35.29,6.64922725791449,68,24.8496927729663
218,12,22,3,355,14,0,35.29,100,67.65,35.29,5.56582902800879,48,24.0272316467387
219,12,22,3,355,14,0,35.29,100,67.65,35.29,7.25792940414459,46,42.3480454056426
220,12,22,3,355,14,0,35.29,100,67.65,35.29,4.27255811487746,77,25.8077255004544
221,21,13,7,351,14,0,61.76,100,80.88,61.76,3.62056990165869,4,2.3405743378246
222,11,23,3,355,14,0,32.35,100,66.18,32.35,9.74992800563749,84,42.9919732110772
223,12,22,3,355,14,0,35.29,100,67.65,35.29,8.10115870064609,58,35.5966416843503
224,12,22,3,355,14,0,35.29,100,67.65,35.29,2.53679439667033,14,45.6620933242862
225,13,21,3,355,14,0,38.24,100,69.12,38.24,7.30700603947269,12,35.2981740807911
226,13,21,3,355,14,0,38.24,100,69.12,38.24,5.32175836026906,10,34.2731542112927
227,11,23,3,355,14,0,32.35,100,66.18,32.35,5.43609950225456,76,46.7526022109507
228,13,21,4,354,14,0,38.24,100,69.12,38.24,2.98805432856285,42,21.4472167347867
229,18,16,7,351,14,0,52.94,100,76.47,52.94,5.05393203492339,11,0.209423561471165
230,11,23,4,354,14,0,32.35,100,66.18,32.35,2.11501694604072,99,21.0706248441789
231,13,21,3,355,14,0,38.24,100,69.12,38.24,5.08556219480187,10,30.4855626314163
232,12,22,3,355,14,0,35.29,100,67.65,35.29,7.42621435154551,66,31.9064090456591
233,12,22,3,355,14,0,35.29,100,67.65,35.29,8.44171145443621,64,28.9439315226501
234,14,20,6,352,14,0,41.18,100,70.59,41.18,8.71533413085965,30,3.30242171398492
235,12,22,3,355,14,0,35.29,100,67.65,35.29,3.61892697036481,43,42.2921984803193
236,17,17,11,347,14,1,50,92.86,71.43,50,1.54209126650016,20,7.43974151533097
237,12,22,3,355,14,0,35.29,100,67.65,35.29,5.3384384460581,28,49.5625515458803
238,13,21,4,354,14,0,38.24,100,69.12,38.24,7.62154571348694,31,16.8209739397777
239,12,22,6,352,14,1,35.29,92.86,64.08,35.29,1.16557532703918,81,8.83700146374793
240,12,22,3,355,14,0,35.29,100,67.65,35.29,6.2939729668776,84,35.4455083429533
241,12,22,4,354,14,0,35.29,100,67.65,35.29,3.08378007234761,50,19.6694414981778
242,13,21,6,352,14,0,38.24,100,69.12,38.24,6.03703594442627,67,2.86499207680265
243,13,21,6,352,14,0,38.24,100,69.12,38.24,4.21107447003112,80,3.68402591116796
244,13,21,3,355,14,0,38.24,100,69.12,38.24,2.03577252462404,31,23.3183483360411
245,12,22,3,355,14,0,35.29,100,67.65,35.29,2.28287157663305,82,22.4569328210664
246,12,22,3,355,14,0,35.29,100,67.65,35.29,6.48297866841545,76,24.7308784938677
247,12,22,4,354,14,0,35.29,100,67.65,35.29,5.03855521280325,65,20.3700757134638
248,12,22,4,354,14,0,35.29,100,67.65,35.29,9.64478920459051,48,9.49478586619743
249,18,16,6,352,14,0,52.94,100,76.47,52.94,7.38531312941366,2,6.88805803818942
250,13,21,4,354,14,0,38.24,100,69.12,38.24,9.55731865597069,30,21.012974448698
251,11,23,4,354,14,0,32.35,100,66.18,32.35,9.48138281301234,93,15.1100264243556
252,12,22,4,354,14,0,35.29,100,67.65,35.29,7.78062985871436,63,19.4629800035696
253,12,22,4,354,14,0,35.29,100,67.65,35.29,7.83184277494242,77,20.1891627093374
254,12,22,3,355,14,0,35.29,100,67.65,35.29,8.38814813779441,87,25.8365946719476
255,13,21,3,355,14,0,38.24,100,69.12,38.24,4.09705557013361,29,25.4503891578203
256,13,21,4,354,14,0,38.24,100,69.12,38.24,6.18867146311963,26,15.0276951411883
257,11,23,3,355,14,0,32.35,100,66.18,32.35,9.87376280455573,93,22.9430077723815
258,14,20,3,355,14,0,41.18,100,70.59,41.18,3.44068223890145,19,24.9593182305453
259,13,21,4,354,14,0,38.24,100,69.12,38.24,1.26197929936566,35,16.6332901487584
260,14,20,6,352,14,0,41.18,100,70.59,41.18,4.94189705590999,42,4.50182558024256
261,11,23,3,355,14,0,32.35,100,66.18,32.35,6.11981067445939,84,38.3954485932778
262,12,22,3,355,14,0,35.29,100,67.65,35.29,1.36808311429226,82,31.4963876100412
263,15,19,11,347,14,1,44.12,92.86,68.49,44.12,1.87998692300587,26,2.32829102614056
264,11,23,3,355,14,0,32.35,100,66.18,32.35,5.05102414423609,83,47.7812281346114
265,12,22,3,355,14,0,35.29,100,67.65,35.29,9.03495470187417,80,26.7046374236996
266,12,22,3,355,14,0,35.29,100,67.65,35.29,6.40278495002803,38,39.4865653855954
267,12,22,3,355,14,0,35.29,100,67.65,35.29,3.42903651911654,70,23.3095313719545
268,12,22,4,354,14,0,35.29,100,67.65,35.29,7.62464224604557,65,13.7577220494529
269,11,23,3,355,14,0,32.35,100,66.18,32.35,5.19835637029263,69,46.3121070315228
270,14,20,4,354,14,0,41.18,100,70.59,41.18,2.41865212351615,7,19.8455849142107
271,12,22,3,355,14,0,35.29,100,67.65,35.29,7.00703872285788,70,30.2938782754928
272,12,22,3,355,14,0,35.29,100,67.65,35.29,5.95937396012088,87,28.7687473852475
273,15,19,3,355,14,0,44.12,100,72.06,44.12,5.29707936061525,1,28.477685149945
274,11,23,3,355,14,0,32.35,100,66.18,32.35,5.98650263560254,98,27.739598395886
275,12,22,4,354,14,0,35.29,100,67.65,35.29,1.60829227541098,73,19.6464773213813
276,12,22,3,355,14,0,35.29,100,67.65,35.29,2.9132850288596,29,43.0278387728755
277,12,22,3,355,14,0,35.29,100,67.65,35.29,0.747249508593371,10,38.322447460831
278,11,23,6,352,14,0,32.35,100,66.18,32.35,7.25748192930159,94,5.59951938155596
279,14,20,4,354,14,0,41.18,100,70.59,41.18,8.7936151160694,21,12.8897153116314
280,11,23,3,355,14,0,32.35,100,66.18,32.35,2.97875934333443,79,48.8077450863067
281,13,21,6,352,14,0,38.24,100,69.12,38.24,8.68746008670398,82,7.40058377353114
282,11,23,3,355,14,0,32.35,100,66.18,32.35,3.98706637730815,62,37.6328135375658
283,12,22,3,355,14,0,35.29,100,67.65,35.29,3.69534614224096,52,35.8316830971611
284,11,23,3,355,14,0,32.35,100,66.18,32.35,1.932405413551,51,46.7772133282416
285,11,23,3,355,14,0,32.35,100,66.18,32.35,5.91952492802511,73,46.4146379507976
286,11,23,3,355,14,0,32.35,100,66.18,32.35,0.993334303378034,97,45.4561459939999
287,13,21,4,354,14,0,38.24,100,69.12,38.24,4.75825932325667,25,7.97229370940116
288,13,21,6,352,14,0,38.24,100,69.12,38.24,9.1607641959623,54,3.21475834295899
289,11,23,3,355,14,0,32.35,100,66.18,32.35,5.94420677962082,96,30.0698480935879
290,11,23,3,355,14,0,32.35,100,66.18,32.35,5.12460410753207,70,39.7593451969819
291,13,21,3,355,14,0,38.24,100,69.12,38.24,1.65349483872191,3,45.9034443619598
292,11,23,4,354,14,0,32.35,100,66.18,32.35,9.87617110844324,91,16.696680205278
293,12,22,3,355,14,0,35.29,100,67.65,35.29,0.482722375647631,21,49.2925084102008
294,12,22,3,355,14,0,35.29,100,67.65,35.29,7.34314000170943,9,39.3920143745487
295,13,21,7,351,14,0,38.24,100,69.12,38.24,6.75172763216151,62,0.311013320367667
296,11,23,3,355,14,0,32.35,100,66.18,32.35,6.48609377794496,47,40.9316655789511
297,13,21,3,355,14,0,38.24,100,69.12,38.24,2.96115501299656,35,34.1089070682361
298,13,21,4,354,14,0,38.24,100,69.12,38.24,1.96541095945751,33,18.0429711337743
299,11,23,3,355,14,0,32.35,100,66.18,32.35,3.26221070824279,93,41.4990028930523
300,14,20,3,355,14,0,41.18,100,70.59,41.18,9.53938529207904,10,23.6898191619777
301,12,22,3,355,14,0,35.29,100,67.65,35.29,6.64606929699203,15,40.7531948997247
