"method","n_feasible","sensitivity_pct_min","sensitivity_pct_median","sensitivity_pct_max","selected_sensitivity_pct","specificity_like_pct_min","specificity_like_pct_median","specificity_like_pct_max","selected_specificity_like_pct","avg_sens_spec_like_pct_min","avg_sens_spec_like_pct_median","avg_sens_spec_like_pct_max","selected_avg_sens_spec_like_pct","min_sens_spec_like_pct_min","min_sens_spec_like_pct_median","min_sens_spec_like_pct_max","selected_min_sens_spec_like_pct","ont_bleed_ratio_min_pct_min","ont_bleed_ratio_min_pct_median","ont_bleed_ratio_min_pct_max","selected_ont_bleed_ratio_min_pct","ont_min_nb_reads_min","ont_min_nb_reads_median","ont_min_nb_reads_max","selected_ont_min_nb_reads","ont_min_genome_coverage_pct_min","ont_min_genome_coverage_pct_median","ont_min_genome_coverage_pct_max","selected_ont_min_genome_coverage_pct"
"ONT",100,58.82,61.76,73.53,73.53,100,100,100,100,79.41,80.88,86.76,86.76,58.82,61.76,73.53,73.53,2.551828,6.412491,9.944325,3.072997,2,3,6,2,0.018576,1.206227,3.462337,0.296307
